DATE,TIME (GMT),LAT. (N),LONG. (E),DEPTH (km),MAGNITUDE (Local)
2022 SEP 18,07 19 40.5,37.5797,26.8185,15,2.6
2022 SEP 18,07 38 35.0,37.6012,22.6369,57,2.5
2022 SEP 18,08 09 38.6,35.6516,26.4633,22,2.8
2022 SEP 18,08 21 13.6,39.7897,22.0670,11,1.9
2022 SEP 18,08 35 02.4,39.4798,24.2354,17,2.3
2022 SEP 18,09 15 33.7,34.7287,24.8337,19,1.7
2022 SEP 18,10 26 05.2,39.0797,23.1935,17,1.7
2022 SEP 18,10 44 27.6,39.3004,23.7410,15,2.1
2022 SEP 18,10 51 42.5,35.6314,25.8371,13,1.5
2022 SEP 18,11 28 34.0,36.0379,27.2159,16,1.9
2022 SEP 18,11 38 55.9,38.3519,23.3501,8,1.7
2022 SEP 18,11 39 47.2,38.3244,23.4206,10,1.7
2022 SEP 18,12 17 50.4,35.0022,25.1708,57,1.6
2022 SEP 18,14 16 42.4,38.4370,21.8651,19,1.4
2022 SEP 18,14 33 53.2,38.4160,22.2890,8,1.1
2022 SEP 18,14 45 28.8,38.1560,21.6591,27,2.8
2022 SEP 18,15 31 03.1,38.8820,21.5685,32,2.4
2022 SEP 18,15 47 37.5,40.0360,21.6302,18,1.7
2022 SEP 18,17 52 36.3,38.1491,21.6495,22,1.1
2022 SEP 18,17 59 43.6,37.3915,21.2654,16,2.6
2022 SEP 18,20 24 00.4,38.1688,21.6975,11,1.4
2022 SEP 18,21 12 01.2,35.1920,25.3336,9,1.8
2022 SEP 18,21 17 12.3,38.3885,21.9273,8,1.5
2022 SEP 18,21 44 24.5,38.4178,21.8330,12,0.9
2022 SEP 18,21 58 35.9,38.3849,21.8816,6,1.1
2022 SEP 18,22 38 37.7,37.8456,26.4812,8,2.5
2022 SEP 18,23 20 41.2,38.3711,21.8742,6,1.0
2022 SEP 19,01 10 01.6,38.3601,22.2652,13,1.3
2022 SEP 19,01 34 35.8,38.9845,21.2114,16,1.6
2022 SEP 19,02 33 43.7,34.7150,26.0797,25,2.3
2022 SEP 19,02 45 27.6,38.4215,21.9200,7,1.1
2022 SEP 19,03 31 37.4,35.0775,26.4240,10,4.2
2022 SEP 19,04 05 39.1,35.0528,26.4157,13,2.7
2022 SEP 19,04 14 44.4,38.2649,22.1397,8,0.7
2022 SEP 19,04 24 33.2,39.4052,19.9283,25,2.2
2022 SEP 19,06 48 40.5,37.8841,21.7772,26,1.7
2022 SEP 19,06 49 07.2,37.8891,21.7996,24,1.4
2022 SEP 19,08 28 29.8,37.6030,20.8672,23,1.9
2022 SEP 19,08 37 36.8,34.5813,25.1624,16,3.1
2022 SEP 19,08 42 54.6,38.7822,23.2841,16,1.7
2022 SEP 19,08 42 55.2,38.7579,20.7294,7,0.7
2022 SEP 19,08 58 32.9,37.3755,23.2983,79,2.1
2022 SEP 19,09 03 41.2,38.7373,21.5923,19,1.3
2022 SEP 19,09 12 40.9,35.0555,26.4166,16,2.8
2022 SEP 19,09 19 05.4,39.3439,22.9413,48,1.8
2022 SEP 19,10 17 37.6,37.9399,20.2263,18,2.8
2022 SEP 19,10 28 14.2,37.8415,20.1187,7,2.2
2022 SEP 19,10 49 53.2,39.4350,20.3728,20,1.6
2022 SEP 19,11 12 53.6,39.5343,23.7836,18,2.1
2022 SEP 19,11 40 35.5,37.9065,20.0867,9,2.7
2022 SEP 19,12 24 18.0,40.5318,23.2704,8,1.4
2022 SEP 19,13 47 55.8,38.1541,21.6499,22,1.5
2022 SEP 19,13 48 19.9,38.1523,21.6499,26,1.5
2022 SEP 19,14 13 49.5,37.9657,27.2027,5,2.7
2022 SEP 19,14 50 52.7,38.2970,23.4297,7,1.5
2022 SEP 19,15 58 11.6,37.8397,19.9796,23,2.4
2022 SEP 19,16 22 24.0,37.7994,20.0803,11,2.1
2022 SEP 19,16 34 14.5,36.0530,27.5652,15,3.2
2022 SEP 19,16 43 07.4,38.3817,20.4044,21,1.9
2022 SEP 19,16 46 19.4,38.3817,20.4391,13,1.0
2022 SEP 19,16 51 06.6,38.3006,23.4187,12,1.9
2022 SEP 19,17 06 02.0,36.0287,22.5632,9,2.3
2022 SEP 19,18 51 15.6,38.2979,23.3592,5,1.7
2022 SEP 19,21 00 01.7,38.2196,20.3961,9,1.7
2022 SEP 19,21 24 10.5,39.1708,20.7907,29,1.3
2022 SEP 19,21 35 28.8,38.1578,21.6472,24,1.1
2022 SEP 19,22 43 20.2,37.8085,20.3641,7,3.1
2022 SEP 19,23 23 15.6,38.2979,23.4004,5,1.2
2022 SEP 20,00 13 24.4,36.4449,27.1019,15,2.3
2022 SEP 20,01 31 26.6,39.4048,20.7069,16,2.9
2022 SEP 20,02 09 50.2,39.8190,26.2234,11,2.0
2022 SEP 20,02 20 06.4,38.7941,20.5898,9,0.8
2022 SEP 20,02 37 35.8,38.0585,22.0148,49,1.1
2022 SEP 20,02 43 18.8,38.3025,21.6536,33,1.5
2022 SEP 20,02 48 55.9,37.8818,19.9649,8,2.3
2022 SEP 20,02 56 18.3,38.1560,21.6454,24,1.4
2022 SEP 20,03 01 39.4,39.7032,22.1132,18,1.4
2022 SEP 20,03 24 55.9,35.5820,25.8371,16,1.8
2022 SEP 20,03 31 37.1,35.5829,25.8600,17,1.9
2022 SEP 20,06 12 52.0,38.3949,20.4314,14,2.2
2022 SEP 20,07 02 02.3,37.8745,20.2469,11,2.6
2022 SEP 20,07 40 28.1,37.8355,19.9892,6,2.3
2022 SEP 20,07 57 58.9,39.0179,22.4396,20,2.3
2022 SEP 20,08 17 41.0,37.4368,21.3181,19,2.0
2022 SEP 20,08 43 09.7,38.9777,23.4979,18,1.7
2022 SEP 20,09 35 43.2,37.4725,22.2821,16,1.7
2022 SEP 20,11 12 58.6,38.3043,23.3153,8,2.0
2022 SEP 20,11 50 45.3,37.6204,23.2512,16,2.0
2022 SEP 20,11 53 49.9,35.5733,25.8257,18,3.4
2022 SEP 20,13 02 02.6,35.5229,25.8357,30,2.7
2022 SEP 20,13 10 46.1,38.3803,22.0885,10,1.3
2022 SEP 20,13 18 12.1,38.0836,21.2041,17,1.3
2022 SEP 20,14 36 40.9,40.4274,23.5286,15,1.3
2022 SEP 20,14 46 45.7,38.1422,21.6554,26,2.0
2022 SEP 20,15 44 30.8,35.5806,25.8522,14,2.3
2022 SEP 20,16 17 20.5,40.4292,23.5451,11,2.7
2022 SEP 20,16 30 54.0,37.5348,26.7902,46,2.6
2022 SEP 20,16 42 39.6,37.1310,21.0818,6,3.2
2022 SEP 20,17 12 19.7,35.5522,25.8586,14,2.9
2022 SEP 20,17 41 35.5,39.3979,21.4883,14,1.3
2022 SEP 20,17 58 15.9,34.5767,24.8849,27,2.0
2022 SEP 20,17 58 29.3,37.3801,23.3395,22,1.7
2022 SEP 20,19 12 17.7,37.8506,20.0253,28,2.0
2022 SEP 20,19 19 41.6,36.2833,22.4039,6,2.3
2022 SEP 20,19 19 54.2,35.4575,25.6888,11,1.7
2022 SEP 20,19 35 24.9,39.4167,20.6813,17,1.4
2022 SEP 20,21 39 21.1,35.4675,29.5935,38,2.8
2022 SEP 20,21 39 55.6,37.6749,22.6474,64,1.7
2022 SEP 20,22 14 20.0,38.8435,21.2471,23,1.4
2022 SEP 20,22 30 41.1,39.9083,23.2292,14,1.2
2022 SEP 20,23 00 38.6,38.2933,23.3775,8,1.4
2022 SEP 20,23 02 22.7,35.0771,25.2058,16,1.1
2022 SEP 20,23 12 45.3,38.1715,21.6463,20,2.0
2022 SEP 20,23 19 05.1,38.1514,21.6371,27,1.3
2022 SEP 20,23 24 40.6,38.0594,23.7552,14,2.0
2022 SEP 21,00 29 58.2,35.8932,23.5391,12,1.7
2022 SEP 21,00 34 33.1,40.1321,24.8978,15,1.8
2022 SEP 21,00 47 14.6,37.4162,23.3208,15,1.5
2022 SEP 21,01 18 56.8,38.1706,21.6646,20,1.0
2022 SEP 21,01 19 49.0,38.1596,21.6435,24,1.4
2022 SEP 21,01 29 42.1,36.6156,28.3209,34,2.5
2022 SEP 21,02 41 57.6,35.5728,25.8023,11,1.9
2022 SEP 21,02 44 14.2,35.5783,25.7822,9,1.8
2022 SEP 21,04 16 14.4,38.1587,21.6399,25,1.3
2022 SEP 21,04 35 28.4,39.6286,20.1315,6,1.9
2022 SEP 21,04 37 16.3,37.4382,23.1404,16,1.6
2022 SEP 21,06 25 58.6,38.0942,20.3128,16,1.4
2022 SEP 21,06 27 04.4,37.9166,20.1590,26,2.8
2022 SEP 21,06 28 38.4,37.9413,20.2203,27,2.4
2022 SEP 21,06 53 21.7,37.9834,20.2588,10,1.9
2022 SEP 21,07 10 33.8,37.4080,23.4206,19,1.6
2022 SEP 21,09 11 59.1,38.1381,23.5977,10,1.1
2022 SEP 21,09 24 50.8,39.3306,21.4476,8,1.6
2022 SEP 21,09 59 57.6,38.3418,22.1169,11,2.7
2022 SEP 21,10 24 08.0,39.6744,25.5496,7,2.1
2022 SEP 21,11 27 56.7,37.7934,22.8896,18,1.5
2022 SEP 21,11 29 06.1,38.1880,20.2849,18,2.1
2022 SEP 21,12 40 25.3,37.9559,20.3668,9,1.6
2022 SEP 21,12 45 00.7,40.7716,21.7003,12,1.5
2022 SEP 21,13 35 51.6,38.3391,22.0995,7,0.9
2022 SEP 21,14 02 18.3,37.4620,21.9868,10,2.5
2022 SEP 21,14 08 29.6,39.8405,21.9612,14,2.1
2022 SEP 21,15 21 48.7,40.3578,25.5647,18,2.7
2022 SEP 21,16 16 31.4,36.4449,27.1605,14,2.1
2022 SEP 21,16 21 12.9,38.4261,21.9337,9,1.2
2022 SEP 21,17 23 17.9,37.8983,20.1279,10,2.0
2022 SEP 21,17 32 23.3,39.0083,23.5158,14,2.0
2022 SEP 21,17 33 31.1,39.0202,23.5368,12,2.9
2022 SEP 21,17 44 14.4,37.8419,26.9701,13,2.8
2022 SEP 21,18 00 17.6,38.1834,22.5645,11,1.5
2022 SEP 21,19 03 04.1,38.3180,21.8275,8,2.3
2022 SEP 21,19 16 48.8,39.0038,23.5313,17,1.6
2022 SEP 21,19 25 33.7,37.8287,20.0784,9,2.2
2022 SEP 21,19 26 34.6,34.9040,24.4652,17,1.8
2022 SEP 21,19 30 54.5,39.7197,22.1764,10,2.0
2022 SEP 21,19 43 09.3,39.0060,23.5300,14,1.8
2022 SEP 21,20 10 38.4,37.8498,20.2229,5,2.3
2022 SEP 21,20 12 59.7,38.3652,21.7667,14,1.4
2022 SEP 21,20 58 00.7,38.1642,21.6591,21,1.1
2022 SEP 21,21 14 37.1,35.5673,25.7748,10,1.8
2022 SEP 21,21 34 54.1,38.3620,21.7424,12,2.1
2022 SEP 21,22 07 33.0,38.9067,22.3952,11,1.4
2022 SEP 21,22 31 46.8,39.6231,22.2464,9,1.8
2022 SEP 21,22 46 58.9,34.8587,24.7714,27,1.4
2022 SEP 22,00 18 23.3,37.9211,20.3062,4,2.2
2022 SEP 22,00 21 21.9,37.8760,20.1776,5,2.1
2022 SEP 22,00 23 28.3,38.5103,21.8257,19,1.8
2022 SEP 22,00 40 16.1,38.1596,21.6408,23,1.7
2022 SEP 22,01 40 53.0,39.4093,20.6255,6,1.9
2022 SEP 22,02 01 50.9,34.1638,25.6604,10,2.3
2022 SEP 22,04 52 39.1,38.3693,22.2404,10,0.9
2022 SEP 22,05 41 48.4,37.5375,20.4630,17,2.2
2022 SEP 22,09 12 15.1,38.2878,22.0628,12,1.0
2022 SEP 22,09 54 55.8,41.0861,23.3835,9,1.1
2022 SEP 22,10 41 59.9,35.0125,24.9454,27,2.0
2022 SEP 22,12 08 16.1,40.3299,23.9859,15,1.6
2022 SEP 22,14 34 57.6,38.2869,22.0491,9,0.7
2022 SEP 22,14 46 55.1,35.5710,25.8224,12,3.8
2022 SEP 22,15 03 10.7,38.9488,21.2773,14,2.2
2022 SEP 22,16 16 16.7,39.9628,24.3292,17,1.9
2022 SEP 22,17 06 26.5,36.2128,21.3190,24,2.6
2022 SEP 22,18 55 55.3,38.3418,23.3675,8,0.9
2022 SEP 22,19 04 57.9,39.7197,20.9853,13,1.5
2022 SEP 22,20 25 52.6,35.2629,24.2409,12,1.9
2022 SEP 22,20 33 56.8,38.1541,21.6325,25,1.2
2022 SEP 22,21 11 21.0,38.3501,22.3769,17,1.2
2022 SEP 22,21 15 01.4,35.2066,26.9815,11,2.2
2022 SEP 22,21 30 29.0,38.1363,20.2817,14,1.8
2022 SEP 22,21 38 46.4,38.2800,23.3313,7,1.2
2022 SEP 22,22 40 13.2,38.3656,22.0372,12,0.8
2022 SEP 22,23 15 12.4,35.8310,27.4649,11,2.9
2022 SEP 22,23 23 27.6,34.9319,26.1118,12,2.7
2022 SEP 22,23 49 42.5,38.1679,21.6673,18,1.4
2022 SEP 23,00 00 03.1,37.8470,20.0583,11,2.8
2022 SEP 23,00 54 19.5,37.4872,21.5167,18,1.6
2022 SEP 23,01 47 29.0,38.6577,21.7799,8,1.6
2022 SEP 23,01 54 06.0,38.1651,21.6573,14,2.5
2022 SEP 23,03 43 13.6,36.2256,21.3721,13,2.7
2022 SEP 23,03 57 01.5,38.1596,21.6444,24,1.4
2022 SEP 23,05 26 54.7,38.1569,21.6490,20,1.3
2022 SEP 23,05 27 50.9,38.4792,23.3528,16,2.0
2022 SEP 23,06 10 56.6,36.1771,21.5067,6,2.7
2022 SEP 23,06 17 14.8,38.4782,23.4215,19,1.6
2022 SEP 23,06 17 57.5,38.4911,23.3665,12,1.7
2022 SEP 23,07 09 38.7,38.6119,20.4378,14,2.5
2022 SEP 23,07 21 25.0,38.1743,23.5670,11,1.1
2022 SEP 23,07 30 11.3,36.2622,21.2622,24,2.8
2022 SEP 23,08 17 11.2,35.4529,26.6638,9,2.8
2022 SEP 23,08 31 52.5,35.5820,25.8701,18,2.7
2022 SEP 23,09 52 46.1,38.9543,21.1794,16,1.6
2022 SEP 23,10 29 34.9,38.1725,21.6307,20,1.8
2022 SEP 23,12 42 32.8,38.4050,22.3622,10,1.1
2022 SEP 23,12 42 44.0,39.2015,21.8523,18,1.7
2022 SEP 23,14 15 51.7,35.6708,27.5226,26,3.9
2022 SEP 23,14 40 39.8,38.4142,21.9374,7,1.5
2022 SEP 23,15 44 20.8,35.3769,23.2443,23,2.3
2022 SEP 23,16 58 22.8,39.2867,21.5300,8,1.3
2022 SEP 23,17 03 57.3,38.6957,22.7728,14,1.6
2022 SEP 23,17 14 18.4,37.4698,21.3474,17,1.8
2022 SEP 23,18 41 46.1,40.4013,26.0312,18,1.7
2022 SEP 23,19 46 58.8,37.9221,20.2213,7,1.7
2022 SEP 23,19 57 15.6,38.0141,20.3078,15,1.8
2022 SEP 23,20 24 49.2,38.1935,20.4195,12,1.9
2022 SEP 23,20 38 40.4,37.6909,21.4302,18,1.8
2022 SEP 23,21 12 42.3,35.5801,25.8188,13,2.2
2022 SEP 23,22 20 37.7,34.8898,26.7325,6,3.4
2022 SEP 23,23 21 20.0,35.4758,23.1216,25,2.2
2022 SEP 23,23 34 23.7,38.9154,23.9740,12,1.6
2022 SEP 23,23 43 39.1,34.8807,24.6432,20,1.7
2022 SEP 23,23 54 34.7,37.7206,21.4645,17,1.6
2022 SEP 23,23 58 54.1,34.7836,24.7073,18,1.9
2022 SEP 24,00 39 26.7,38.1949,23.2883,12,1.0
2022 SEP 24,00 40 16.2,36.0965,27.3257,13,2.5
2022 SEP 24,01 35 07.6,37.8488,19.9850,7,2.0
2022 SEP 24,01 44 21.1,37.9495,20.1260,9,2.2
2022 SEP 24,02 09 12.2,37.9431,20.1526,10,1.9
2022 SEP 24,02 41 03.4,39.9893,23.5959,7,1.6
2022 SEP 24,04 00 37.6,38.3089,23.4462,8,1.2
2022 SEP 24,04 04 03.4,38.3400,23.3473,6,1.7
2022 SEP 24,05 17 23.6,38.3684,20.6319,20,1.7
2022 SEP 24,05 18 40.6,34.9837,25.1628,15,2.0
2022 SEP 24,05 22 38.8,37.6456,20.8347,10,2.0
2022 SEP 24,05 27 59.9,37.9555,22.5893,10,1.3
2022 SEP 24,06 06 16.7,37.9248,20.2295,8,2.3
2022 SEP 24,06 08 18.6,37.9697,22.5851,11,1.5
2022 SEP 24,06 56 08.5,38.4123,22.3650,10,1.4
2022 SEP 24,09 28 37.5,37.8223,22.7637,7,1.4
2022 SEP 24,11 17 06.2,40.1024,22.6570,9,1.8
2022 SEP 24,12 55 32.5,37.9074,20.1828,12,1.8
2022 SEP 24,13 21 46.4,36.2732,21.4270,17,2.6
2022 SEP 24,14 33 04.8,37.7733,22.0940,17,1.4
2022 SEP 24,15 04 20.8,38.1523,22.5169,9,1.3
2022 SEP 24,15 20 39.7,37.8818,20.1151,8,2.2
2022 SEP 24,15 41 33.6,36.2494,21.3959,14,2.6
2022 SEP 24,15 43 33.8,34.8175,24.7137,20,1.9
2022 SEP 24,16 01 19.5,34.8349,24.7128,20,1.8
2022 SEP 24,16 55 53.8,38.1596,21.6545,21,0.8
2022 SEP 24,17 07 53.3,37.8232,20.0272,5,2.8
2022 SEP 24,17 36 28.2,38.3199,20.3947,14,2.2
2022 SEP 24,18 14 18.6,38.3336,23.3336,9,1.4
2022 SEP 24,18 16 20.3,36.2439,21.4197,29,3.2
2022 SEP 24,18 29 09.9,38.9745,23.3601,18,1.7
2022 SEP 24,19 00 31.9,37.9678,20.8694,18,1.4
2022 SEP 24,19 12 25.8,38.9616,23.3656,19,1.2
2022 SEP 24,19 13 59.9,37.8232,20.0290,9,2.2
2022 SEP 24,19 59 39.5,37.5577,23.5703,11,1.3
2022 SEP 24,20 30 58.1,34.6472,26.3416,8,3.1
2022 SEP 24,21 17 25.8,37.8946,20.1810,8,2.1
2022 SEP 24,21 31 52.8,38.0008,20.2835,16,1.7
2022 SEP 24,21 54 48.0,41.2308,23.9200,11,1.1
2022 SEP 24,21 58 37.0,38.2301,20.4808,16,2.0
2022 SEP 24,22 21 10.0,37.8374,21.1583,20,1.7
2022 SEP 24,22 33 58.6,35.3142,24.2729,13,1.7
2022 SEP 24,22 41 16.3,38.1619,22.5247,10,0.9
2022 SEP 24,22 49 11.4,37.9001,20.1279,12,2.1
2022 SEP 24,23 06 34.0,37.3723,20.8681,18,2.4
2022 SEP 25,00 07 14.2,37.9825,20.2322,19,1.6
2022 SEP 25,01 02 44.8,39.6771,22.2272,7,2.3
2022 SEP 25,01 06 27.4,37.8799,20.1407,14,2.0
2022 SEP 25,02 04 08.2,39.5370,25.1450,14,2.6
2022 SEP 25,02 33 50.3,39.8007,20.7870,17,1.3
2022 SEP 25,02 57 50.5,39.5329,25.1427,13,2.2
2022 SEP 25,03 05 57.2,38.2370,22.8543,13,1.1
2022 SEP 25,03 16 00.2,38.3812,22.0226,5,1.2
2022 SEP 25,03 56 15.7,38.4453,21.8257,12,1.6
2022 SEP 25,04 50 56.6,38.0791,22.9033,12,1.3
2022 SEP 25,06 22 21.2,38.0099,21.3528,18,2.1
2022 SEP 25,06 24 08.0,37.8964,20.1535,12,2.2
2022 SEP 25,06 38 07.3,37.9628,22.5993,14,2.3
2022 SEP 25,06 44 28.7,35.1878,25.3001,6,1.3
2022 SEP 25,07 45 02.8,37.8685,20.0240,6,2.5
2022 SEP 25,08 23 05.9,35.6708,27.4420,16,2.2
2022 SEP 25,08 42 13.5,38.1514,23.5698,7,1.1
2022 SEP 25,08 53 17.0,37.8671,20.0967,22,2.3
2022 SEP 25,09 02 50.4,38.2384,22.8300,11,2.0
2022 SEP 25,09 05 15.6,38.3592,22.0262,10,2.0
2022 SEP 25,09 15 57.0,37.8745,20.0510,10,2.4
2022 SEP 25,09 16 33.3,35.5637,25.8481,26,1.8
2022 SEP 25,11 01 25.7,37.7792,22.2171,60,1.5
2022 SEP 25,11 28 13.7,36.0484,27.1962,16,2.4
2022 SEP 25,12 00 44.3,36.5891,21.6422,18,2.5
2022 SEP 25,12 15 37.0,38.2938,23.3267,6,1.6
2022 SEP 25,12 39 41.0,37.9074,20.2158,10,1.9
2022 SEP 25,13 05 54.2,40.0671,21.8298,19,1.6
2022 SEP 25,13 14 53.6,37.8067,19.8367,11,3.4
2022 SEP 25,13 15 51.8,35.7458,27.3230,16,2.7
2022 SEP 25,13 21 54.7,37.6776,19.6490,7,2.6
2022 SEP 25,13 24 19.3,37.7229,21.1528,18,2.7
2022 SEP 25,13 59 03.5,37.8072,21.2343,15,1.6
2022 SEP 25,14 05 21.8,37.8754,20.3229,11,1.9
2022 SEP 25,14 49 09.0,39.7353,22.1388,8,2.1
2022 SEP 25,14 51 34.5,37.9752,20.2158,13,2.0
2022 SEP 25,15 15 12.5,37.9001,20.4483,9,1.9
2022 SEP 25,15 41 10.6,37.9916,20.2634,8,2.2
2022 SEP 25,16 07 01.6,38.4055,21.9077,8,1.0
2022 SEP 25,16 08 56.2,38.3556,21.7479,10,1.8
2022 SEP 25,16 24 59.3,37.9916,20.1682,14,1.7
2022 SEP 25,16 39 43.9,38.0287,24.0706,10,1.8
2022 SEP 25,16 56 54.9,38.2686,20.8836,17,1.5
2022 SEP 25,17 14 48.3,34.9873,24.1887,14,1.7
2022 SEP 25,17 39 18.4,38.0315,24.0788,13,2.6
2022 SEP 25,17 43 40.1,37.8873,20.1059,19,2.1
2022 SEP 25,17 55 13.7,35.3915,23.2059,14,1.8
2022 SEP 25,17 59 23.8,38.0333,24.0706,11,1.9
2022 SEP 25,18 19 27.6,37.9898,20.2744,6,1.6
2022 SEP 25,18 26 22.9,34.9796,24.2075,13,1.5
2022 SEP 25,18 28 22.8,37.7916,23.1615,17,1.4
2022 SEP 25,19 37 43.7,35.3384,27.4210,8,2.4
2022 SEP 25,19 53 49.2,37.5385,20.6232,14,1.6
2022 SEP 25,20 24 41.6,37.8749,20.2098,6,2.6
2022 SEP 25,20 45 29.1,38.0173,26.9797,6,2.1
2022 SEP 25,21 16 09.3,37.8790,20.1581,6,2.0
2022 SEP 25,21 17 41.6,37.8818,20.0565,27,2.1
2022 SEP 25,21 17 54.3,38.3134,23.4059,11,1.0
2022 SEP 25,21 25 56.0,37.8122,19.9356,16,1.9
2022 SEP 25,21 28 05.2,37.8159,20.1004,5,2.5
2022 SEP 25,21 52 53.1,38.0351,24.0633,14,1.2
2022 SEP 25,22 02 45.1,38.3638,22.1956,8,1.1
2022 SEP 25,22 19 35.5,37.8177,19.9081,11,1.7
2022 SEP 25,22 24 29.5,38.3047,21.6238,34,1.0
2022 SEP 25,22 27 13.3,35.8868,22.1503,16,2.6
2022 SEP 25,22 31 22.1,36.4806,27.4013,12,1.8
2022 SEP 25,22 39 37.8,38.3418,23.4352,13,1.0
2022 SEP 25,22 45 28.5,34.8422,24.8264,30,1.9
2022 SEP 25,23 25 35.0,37.3380,20.6662,11,1.9
2022 SEP 25,23 57 42.3,40.0630,21.8001,9,1.6
2022 SEP 26,00 19 00.9,37.5833,26.8405,13,2.4
2022 SEP 26,00 26 02.4,38.0333,23.0690,11,1.1
2022 SEP 26,00 46 28.1,37.8886,20.1100,9,2.3
2022 SEP 26,00 54 47.7,37.7261,19.8495,13,2.0
2022 SEP 26,01 20 48.9,38.3276,23.4888,5,1.1
2022 SEP 26,01 34 49.7,36.8848,25.8105,14,2.7
2022 SEP 26,01 43 09.3,38.0370,24.0688,8,1.5
2022 SEP 26,02 01 28.6,38.4114,22.3640,10,1.3
2022 SEP 26,02 06 22.0,37.9019,20.1700,18,1.4
2022 SEP 26,02 21 28.6,35.7889,27.2415,11,2.5
2022 SEP 26,02 22 28.5,40.7268,20.8141,7,2.4
2022 SEP 26,02 35 32.6,38.2283,20.5550,16,1.4
2022 SEP 26,02 42 33.4,37.5998,26.8350,12,3.2
2022 SEP 26,04 30 25.5,40.6993,20.7994,6,2.8
2022 SEP 26,04 46 45.9,37.8571,20.0043,8,2.8
2022 SEP 26,05 03 05.9,38.9378,22.5591,18,2.2
2022 SEP 26,05 35 16.1,38.1326,22.0230,54,2.3
2022 SEP 26,05 53 16.3,38.1459,21.6490,23,1.2
2022 SEP 26,06 31 53.6,38.3670,21.8344,6,0.7
2022 SEP 26,06 33 00.4,40.8064,22.9601,8,0.8
2022 SEP 26,07 15 36.9,38.1441,22.5096,15,1.7
2022 SEP 26,07 17 13.9,35.3256,23.2315,38,2.1
2022 SEP 26,08 24 00.2,38.4087,21.9676,17,1.8
2022 SEP 26,08 44 02.2,40.7661,22.8557,12,1.4
2022 SEP 26,08 45 49.8,35.8072,27.2012,8,2.3
2022 SEP 26,09 23 59.4,38.8518,20.9697,43,2.4
2022 SEP 26,09 29 00.3,38.8559,20.9903,34,2.3
2022 SEP 26,09 42 52.9,37.9486,20.2203,28,2.9
2022 SEP 26,09 55 36.9,38.0219,24.0729,8,1.6
2022 SEP 26,10 47 20.1,37.8328,21.1629,21,1.7
2022 SEP 26,10 59 52.6,37.9037,20.1608,15,2.5
2022 SEP 26,11 04 33.4,38.1047,23.4856,5,1.3
2022 SEP 26,11 14 20.9,38.0910,23.4938,8,1.3
2022 SEP 26,11 29 18.9,38.3244,23.5011,10,1.3
2022 SEP 26,11 41 29.4,37.8854,20.1535,27,2.6
2022 SEP 26,12 08 35.0,38.3052,27.1385,13,2.8
2022 SEP 26,12 13 07.0,38.0983,22.8703,12,1.2
2022 SEP 26,12 22 37.4,38.0196,21.8806,12,2.1
2022 SEP 26,12 45 21.8,37.8854,20.1242,15,2.4
2022 SEP 26,12 46 49.1,37.8836,20.1187,24,2.6
2022 SEP 26,13 42 12.2,38.3574,22.0134,8,0.8
2022 SEP 26,14 01 20.8,38.3061,23.3775,8,1.0
2022 SEP 26,14 38 05.3,38.1578,21.6618,18,1.3
2022 SEP 26,15 42 06.2,37.9143,20.1787,16,2.1
2022 SEP 26,16 33 52.3,37.9527,20.1860,19,2.7
2022 SEP 26,16 40 00.5,37.8964,20.1443,24,2.0
2022 SEP 26,16 55 12.9,37.9399,20.1677,29,1.9
2022 SEP 26,17 00 23.8,37.8886,21.3478,16,1.4
2022 SEP 26,17 19 12.3,39.5375,25.1418,13,2.1
2022 SEP 26,17 27 13.8,37.9610,22.2734,12,1.0
2022 SEP 26,17 32 01.6,37.8822,21.3213,26,1.4
2022 SEP 26,18 09 02.0,36.1688,21.5936,28,2.6
2022 SEP 26,18 14 50.2,38.8509,26.4391,12,1.9
2022 SEP 26,19 05 50.9,38.5281,21.6422,20,1.2
2022 SEP 26,19 30 53.1,37.3494,22.1791,14,1.8
2022 SEP 26,19 52 30.2,37.1361,22.7843,14,3.0
2022 SEP 26,20 06 56.4,35.1411,25.2132,15,0.6
2022 SEP 26,20 08 56.6,38.8628,21.1638,15,2.2
2022 SEP 26,20 11 30.5,38.1258,20.7738,16,1.9
2022 SEP 26,21 40 24.2,35.4025,23.2132,9,2.0
2022 SEP 26,22 17 51.0,37.6730,19.7452,10,2.4
2022 SEP 26,22 28 30.5,38.3432,23.3487,6,1.5
2022 SEP 26,23 33 45.7,39.3626,20.9825,9,1.6
2022 SEP 26,23 55 47.4,40.0479,22.3196,11,1.8
2022 SEP 27,00 10 22.9,40.9561,22.6987,11,1.2
2022 SEP 27,02 11 48.6,38.2480,20.5527,28,1.8
2022 SEP 27,03 46 29.9,38.2887,22.1635,17,1.6
2022 SEP 27,04 11 01.9,35.0551,25.2470,42,2.5
2022 SEP 27,04 18 40.0,37.8470,20.0821,10,2.2
2022 SEP 27,04 41 19.2,37.8534,20.0372,10,2.2
2022 SEP 27,06 41 30.7,37.5156,21.1496,40,2.0
2022 SEP 27,07 03 52.8,37.4904,23.2109,6,1.3
2022 SEP 27,08 02 56.6,38.5909,23.6806,13,1.7
2022 SEP 27,09 12 32.1,38.7383,20.5760,13,2.0
2022 SEP 27,09 41 21.0,38.3006,23.3308,5,1.3
2022 SEP 27,09 41 32.9,37.9037,20.1736,16,2.5
